Content	Label
Find out ( C ) in the given flowchart: ( A ) ( A cdot C O_{2} ) B. ( S O_{2} ) ( c cdot S O ) D. ( N O_{2} )	Chemistry
( sigma ) ( sigma ) ( varphi )	Chemistry
Explain any six principles of green chemistry.	Chemistry
topp 5 ( Q ) туре уочт question (B) ( (mathrm{C}) ) ( (D) ) (E)	Biology
Why has it been difficult to study the chemistry of radon?	Chemistry
Q Type your question- - liquid of density ( rho=1000 k g / m^{3} ) and refractive index ( mu=4 / 3 . ) Afish is at rest at the bottom of the container and a humming bird is at rest in air at some distance above the surface of the liquid. At ( t=t_{0}, ) the level of the liquid is ( h= ) ( frac{3}{5} m ) as shown in the figure. Neglect viscous effects and take ( g=10 m / s^{2} ) Q43. What is the speed of top surface of liquid in the container at the given instant: ( A ) [ frac{1}{2} mathrm{m} / mathrm{s} ] B. ( 2 mathrm{m} / mathrm{s} ) ( c cdot 3 m / s ) ( D ) [ frac{1}{4} m / s ]	Physics
A body covers 26,28,30 and 32 meters in ( 10^{t h}, 11^{t h}, 12^{t h} ) and ( 13^{t h} ) seconds respectively. The body starts A. from rest and moves with uniform velocity B. from rest and moves with uniform acceleration c. with an initial velocity and moves with uniform acceleration D. with an initial velocity and moves with uniform velocity	Physics
The only plant cells without nucleus among the following is A. Cambium cells B. Root hair c. companion cells D. Xylem vessels	Biology
Which of the following statements is not true about canal rays? A. They travel in straight line. B. They are made up of positively charged particles. C. Their e/m ratio is same for all gases. D. These rays produce fluorescence on ( Z n S ) screen.	Chemistry
Which of the following characteristics can be related to cartilaginous joints? A. Permit slight movements B. Are found between the bodies of vertebrae c. Are found in symphysis D. All of the above	Biology
A particle moves along a straight line such that its displacement ( s ) at any time ( t ) is given by ( s=t^{3}-6 t^{2}+3 t+ ) ( 4 m, t ) being is seconds. Find the velocity of the particle when the acceleration is zero.	Maths
Evaluate ( int r^{4}left(7-frac{r^{5}}{10}right) d r )	Maths
If ( f(x)=sin ^{-1}left{frac{sqrt{3}}{2} x-frac{1}{2} sqrt{1-x^{2}}right} ) ( -frac{1}{2} leq x leq 1, ) then ( f(x) ) is equal to : ( ^{mathbf{A}} cdot sin ^{-1}left(frac{1}{2}right)-sin ^{-1}(x) ) B ( cdot sin ^{-1} x-frac{pi}{6} ) ( c cdot sin ^{-1} x+frac{pi}{6} ) D. none of these	Maths
The two ways of combining atoms are: A. transfer of valence electrons B. sharing of valence electrons C. both ( A ) and ( B ) D. none of the above	Chemistry
( left(1-x y+x^{2} y^{2}right) d x=x^{2} d y ) A. ( _{y}=frac{1}{x} tan (ln |c y|) ) B. ( _{x}=frac{1}{y} tan (ln |c x|) ) c. ( x=frac{1}{y} cot (ln |c y|) ) D. ( y=frac{1}{x} cot (ln |c x|) )	Maths
The time by a photo-electron to come out after the photon strikes is approximately ( mathbf{A} cdot 10^{-1} s ) B. ( 10^{-4} s ) ( mathbf{c} cdot 10^{-10} s ) D. ( 10^{-16} s )	Physics
What is the maximum speed at which a railway carriage can move without toppling over along a curve of radius ( R=200 m ) if the distance from the centre of gravity of the carriage to the level of the rails is ( h=1.0 m ), the distance between the rails is ( h=1.0 m ) the distance between the rails is ( l= ) ( 2.0 m ) and the rails are laid horizontally? (Take ( boldsymbol{g}=mathbf{1 0 m} / boldsymbol{s}^{2} ) ) A ( cdot 11.18 m s^{-1} ) B. ( 22.36 m s^{-1} ) c. ( 44.72 m s^{-1} ) D. ( 74 m s^{-1} )	Physics
18 g glucose ( left(C_{6} H_{12} O_{6}right) ) is added to ( 178.2 mathrm{g} ) of water. The vapour pressure of this aqueous solution at ( 100^{0} C ) in torr is: A . 7.60 B. 76.00 c. 752.40 D. 759.00	Chemistry
Decreasing order of acidic strength of following compounds is: ( (x) ) ( mathbf{A} cdot x>y>z ) В. ( y>x>z ) ( mathbf{c} . z>y>x ) D. ( z>x>y )	Chemistry
If mass-energy equivalence is taken into account, when water is cooled to form ice, the mass of water should ( A ). increase B. remain unchanged c. decrease D. first increase then decrease	Physics
Carbohydrates are commonly found as starch in plant storage organs.Which of the following five properties of starch makes it useful as a storage material? (A) Easily translocated (B) Chemically non-reactive (C) Easily digested by animals (D) Osmotically inactive (E) Synthesized during photosynthesis The useful proeprties are ( A cdot(A),(C) ) and (E) B. (A) and (E) c. (B) and (C) D. (B) and (D)	Biology
A sinusoidal voltage of peak value ( 293 mathrm{V} ) and frequency ( 50 mathrm{Hz} ) is applied to a series LCR circuit in which ( mathrm{R}=6 Omega, mathrm{L} ) ( =25 mathrm{mH} ) and ( mathrm{C}=750 mu mathrm{F} ). The impedance of the circuit is: A. ( 7.0 Omega ) B. ( 8.9 Omega ) ( c cdot 9.9 Omega ) D. 10.0 ( Omega )	Physics
A power transmission line feeds input power ( t 2300 mathrm{V} ) to a step-down transformer with its primary windings having 4000 turns. The output power is delivered at ( 230 mathrm{V} ) by the transformer. If the current in the primary of the transformer is ( 5 mathrm{A} ) and its efficiency is ( 90 %, ) the output current would be : A . 25 A B. 50 A ( c .35 mathrm{A} ) D. 45 A	Physics
A horizontal magnetic field B is produced across a narrow gap between the two square iron pole pieces. closed square loop of side a, mass ( mathrm{m} ) and resistance ( R ) is allowed to fall with the top of the loop in the field. The loop attains a terminal velocity equal to: A ( cdot frac{R m g}{B^{2} a^{2}} ) B. ( frac{mu_{0}}{4 pi} frac{R m g}{B a^{2}} ) c. ( frac{m g B}{R a^{2}} ) D. ( frac{mu_{0}}{4 pi} frac{R m B}{B a^{2}} )	Physics
Coenzymes NAD and NADP contain the vitamin A. Niacin B. Biotin c. Thiamine D. Vitamin ( B_{12} ) E. Vitamin ( A )	Biology
The observed wavelength of light coming from a distant galaxy is found to be increased by ( 0.5 % ) as compared with that coming from a terrestrial source. The galaxy is. A. Stationary with respect t to the earth B. Approching the earth with velocity of light C. Receding from the earth with velocity of light D. Receding from the earth with a velocity equal to ( 1.5 times ) ( 10^{6} mathrm{m} / mathrm{s} )	Physics
Glucose solution is an electrolyte and hence conducts electricity. A. True B. False	Chemistry
Match the items in List 1 with the items in List 2	Physics
What is denoted by ( X ) and ( Y ) in the given graph? A. ( x ) -Activation energy without enzyme; Y-Activation energy with enzyme B. X-Activation energy with enzyme; Y-Activation energy without enzyme. c. ( x ) -substrate concentration with enzyme; ( Y ) - Substrate concentration without enzyme. D. X-Substrate concentration without enzyme; YSubstrate concentration with enzyme.	Biology
In a single slit diffraction pattern, ( (a) ) the intensity ( I, ) at a point where the total phase difference between the wavelets from top to bottom of the slit is 66 rad. (b) If this point is ( 7^{0} ) away from the central maxima. Find the width of the slit. Given: ( lambda=600 n m )	Physics
In the given figure a piano-concave lens is placed on a paper on which a flower is drawn. how far above its actual position does the flower appear to be? ( A cdot 10 mathrm{cm} ) B. ( 15 mathrm{cm} ) ( c cdot 50 mathrm{cm} ) D. none of these	Physics
Find the value of ( x ) in each of the following diagrams ( (mathbf{i}) ) (ii)	Maths
Construct a ( triangle A B C ) in which ( B C= ) ( mathbf{5 . 6} c boldsymbol{m}, angle boldsymbol{B}=mathbf{3 0}^{circ} ) and the difference between the other sides is ( 3 mathrm{cm} ).	Maths
The complex ion ( left[boldsymbol{C o}left(boldsymbol{N} boldsymbol{H}_{3}right)_{6}right]^{+2} ) is readily oxidized to ( left[boldsymbol{C o}left(boldsymbol{N} boldsymbol{H}_{3}right)_{6}right]^{+3} ) A . True B. False	Chemistry
Find the numerically greatest term in the expansion ( (3-5 x)^{15} ) when ( x=frac{1}{5} )	Maths
The reagent ( boldsymbol{X} ) used for the following reaction is: [ mathbf{R}-mathbf{C}=mathbf{C R}^{prime}+mathbf{H}_{2} stackrel{mathbf{X}}{longrightarrow} underset{mathbf{H}^{prime}}{mathbf{C}} mathbf{C}=mathbf{C}_{mathbf{H}}^{prime mathbf{R}^{prime}} ] A . ( N i ) в. ( P d / C ) c. LiAlH( _{4} ) D. ( N a / )Liquid ( N H_{3} )	Chemistry
Write the formula of the compound of iodine which is obtained when conc. ( boldsymbol{H} boldsymbol{N} boldsymbol{O}_{3} ) oxidises ( boldsymbol{I}_{2} )	Chemistry
Derive the expression for the self inductance of a long solenoid of cross sectional area ( A ) and length ( l ), having ( n ) turns per unit length.	Physics
Generally transition elements for coloured salts due to the presence of unpaired electrons. Which of the following compound will be coloured in solid state? A. ( A g_{2} S O_{4} ) в. ( C u F_{2} ) c. ( C u_{2} C l_{2} ) D. ( Z n F_{2} )	Chemistry
Air is not visible because it: ( mathbf{A} cdot ) is nearly a perfectly transparent substance B. neither absorbs nor reflects light C. transmits whole of light D. follows all of the above	Physics
Which of the following numbers are rational? ( mathbf{A} cdot mathbf{1} ) B. - 6 ( c cdot_{3} frac{1}{2} ) D. All above are rationa	Maths
( X e F_{6} ) is hydrolysed to ( X e O_{3} ) as: ( boldsymbol{X} boldsymbol{e} boldsymbol{F}_{6}+boldsymbol{H}_{2} boldsymbol{O} longrightarrow ldots ldots ldots(boldsymbol{I}) ) A ( cdot I: X e O F_{4} ) в. ( I: X e_{2} O_{3} F_{6} ) c. ( I: X e O_{2} F_{2} ) D. none of these	Chemistry
What is the pressure drop (in ( mathrm{mm} ) Hg) in the blood as it passes through a capillary ( 1 mathrm{mm} ) long and ( 2 mu m ) in radius if the speed of the blood through the centre of the capillary is ( 0.66 mathrm{mm} / mathrm{s} ) ? (The viscosity of whole blood is ( 4 times ) ( 10^{-3} ) poise	Physics
There are ( x^{4}+57 x+15 ) pens to be distributed in a class of ( x^{2}+4 x+2 ) students. Each student should get the minimum possible number of pens. Find the number of pens received by each student and the number of pens left undistributed ( (boldsymbol{x} epsilon boldsymbol{N}) ) в. ( 9 x-15 ) c. ( 9 x-20 ) D. ( 9 x+13 )	Maths
Define the cis-trans isomerism? Show the cis-trans isomers of ( left[boldsymbol{C o}left(boldsymbol{N} boldsymbol{H}_{3}right)_{4} boldsymbol{C l}_{2}right]^{+} )	Chemistry
Three iron pieces ( A, B, C ) are taken. ( B ) is coated with zinc and the coating is worn away partially. ( C ) is coated with tin and the coating is worn away partially. Explain the rate at which ( boldsymbol{A}, boldsymbol{B}, boldsymbol{C} ) undergo rusting on exposure to air. Give reason.	Physics
The term independent of ( x ) in the expansion of ( left(x^{2}+frac{1}{x}right)^{9} ) is ( A ) B. - c. 48 D. 84	Maths
The bond angle and hybridization in ammonia is: A ( cdot 109^{circ} 5^{prime}, s p^{3} ) В ( cdot 104^{circ} 31^{prime}, s p^{3} ) c. ( 107^{circ}, s p^{3} ) D. none of these	Chemistry
( operatorname{Let} tan ^{-1} y=tan ^{-1} x+ ) ( tan ^{-1}left(frac{2 x}{1-x^{2}}right) ) where ( |x|<frac{1}{sqrt{3}} . ) Then a value of y is A ( cdot frac{3 x-x^{3}}{1-3 x^{2}} ) В. ( frac{3 x+x^{3}}{1-3 x^{2}} ) c. ( frac{3 x+x^{3}}{1+3 x^{2}} ) D. ( frac{3 x-x^{3}}{1+3 x^{2}} )	Maths
Two point charges ( +8 q ) and ( -2 q ) are located at ( x=0 ) and ( x=L ) respectively. The location of a point on the ( x ) axis at which the net electric field due to these two point charge is zero is - A. 2 B. L/4 ( c cdot 8 L ) D. 4 L	Physics
How is a pinnately compound leaf different from a palmately compound leaf?	Biology
ff ( frac{mathbf{3 x}+mathbf{4}}{(x+1)^{2}(x-1)}=frac{A}{x-1}+frac{B}{x+1}+ ) ( frac{C}{(x+1)^{2}}, ) then ( C= ) A. ( -frac{1}{2} ) B. ( -frac{1}{4} ) ( c cdot-frac{7}{4} ) D. ( -frac{1}{4} )	Maths
Assertion: The reaction; ( _{1} boldsymbol{H}^{2}+_{0} boldsymbol{n}^{1} rightarrow ) ( _{2} H e^{4}+_{0} n^{1} ) will not happen Reason: The equation given is not balanced. A. Both Assertion and Reason are true and Reason is the correct explanation of Assertion B. Both Assertion and Reason are true but Reason is not the correct explanation of Assertion c. Assertion is true but Reason is false D. Assertion is false but Reason is true E. Both Assertion and Reason are false	Physics
The percentage of lanthanides and iron, respectively, in Misch metal are: ( mathbf{A} cdot 50,50 ) B. 75,25 c. 90,10 D. 95,5	Chemistry
Which is the living component of xylem? A. Tracheids B. Xylem fibre c. xylem parenchyma D. Trachea	Biology
In the Argand's plane, the locus of ( z(eq ) 1) such that ( arg left{frac{3}{2}left(frac{2 z^{2}-5 z+3}{3 z^{2}-z-2}right)right}=frac{2 pi}{3} i s ) A. a hyperbola with the directrices at ( z=-3 / 2 ) and ( z= ) ( -2 / 3 ) B. an ellipse with the directrices at ( z=3 / 2 ) and ( z=2 / 3 ) c. a segment of a circle subtending angle ( frac{2 pi}{3} ) on arc between points ( z=-3 / 2 ) and ( z=2 / 3 ) lying below real axis. D. a segment of a circle subtending angle ( frac{2 pi}{3} ) on arc between points ( z=3 / 2 ) and ( z=-2 / 3 ) lying above real axis.	Maths
If the radius of a sphere is measured as ( 7 mathrm{m} ) with an error of ( 0.02 mathrm{m}, ) find the approximate error in calculating its volume	Maths
What are the advantages of sexual over asexual reproduction?	Biology
There are three different Urns, Urn-I, Urn-II and Urn-III containing 1 Blue, 2 Green, 2 Blue, 1 Green, 3 Blue, 3 Green balls respectively. If two Urns are randomly selected and a ball is drawn from each Urn and if the drawn balls are of different colours then the probability that chosen Urn was Urn-I and Urn-II is A ( cdot frac{1}{7} ) B. ( frac{5}{13} ) c. ( frac{5}{14} ) D. ( frac{5}{7} )	Maths
A block of mass ( m k g ) is sliding from rest on an inclined rough surface of inclination ( theta ) as shown in the figure under the action of three forces, weight normal and frictional force only. The magnitude of force are ( 20 N, 40 N ) and ( mathbf{5 0} N ) not necessarily in the same order The value of ( g ) is ( 10 m / s^{2} . ) Now match the physical quantity in ( L i s t-I ) with their magnitude in ( L i s t-I I ) in ( S I ) unit and select the correct answer using the codes given below the lists: (assume that the coefficient of kinetic friction is less than 1 ).	Physics
Use of thermometer is based on which law of thermodynamics? A. zeroth B. First c. second D. Third	Physics
Two free charges ( +q ) and ( +4 q ) are placed at a distance ( ^{prime} r^{prime} ) between them. A third charge is placed in between them and find the third charge when the system is in equilibrium. A ( cdot frac{4 q}{3} ) в. ( frac{4 q}{9} ) c. ( frac{2 q}{9} ) D. ( frac{q}{9} )	Physics
A long straight wire of radius R carries current ( i . ) The magnetic field inside the wire at distance ( r ) from its centre is expresses as: ( mathbf{A} cdotleft(frac{mu_{0} i}{pi R^{2}}right) cdot r ) в. ( left(frac{2 mu_{0} i}{pi R^{2}}right) cdot pi ) ( ^{text {c. }}left(frac{mu_{0} i}{2 pi R^{2}}right) cdot r ) D. ( left(frac{mu_{0} i}{2 pi R}right) cdot )	Physics
The radius of a circular plate is increasing at the ratio of 0.20 cm/sec.At what rate is the area increasing when the radius of the plate is ( 25 mathrm{cm} )	Maths
In an orbit of radius ( 0.4 A^{0} ) an electron revolves with a frequency of ( 6.25 times 10^{15} ) Hz. The magnetic induction field at its centre is (in Tesla): A . ( 4 pi ) в. ( 2 pi ) ( c cdot 4 ) ( D cdot 2 )	Physics
( g c m s^{-2} ) is also known as A. newton B. erg c. pascal D. dyne	Physics
The idea of froth floatation method came from a person ( X ) and this method is related to the process ( Y ) of ores. ( X ) and Y, respectively, are: A. fisher woman and concentration B. washer man and reduction c. washer woman and concentration D. fisher man and reduction	Chemistry
Let the ( x ) -z plane be the boundary between two transparent media. Medium 1 in ( z geq 0 ) has a refractive index of ( sqrt{2} ) and medium 2 with ( z<0 ) has refractive index of ( sqrt{3} . ) A ray of light in medium 1 given by the vector ( vec{A}= ) ( 6 sqrt{3} hat{i}+8 sqrt{3} hat{j}-10 hat{k} ) is incident on the plane of separation. The angle of refraction in medium 2 is: A ( cdot 45^{circ} ) B. ( 60^{circ} ) ( c cdot 75^{circ} ) D. ( 30^{circ} )	Physics
Aqueous solution of ( mathrm{PBr}_{3} ) conducts electricity due to the presence of: ( A . ) HOBr в. НВг c. ( mathrm{H}_{3} mathrm{PO}_{4} ) D. ( mathrm{H}_{2} mathrm{O} )	Chemistry
The most nearest prehistoric ancestor of present man may be A. Java ape man B. Cro-Magnon man c. Neanderthal man D. Peking man	Biology
What type of a relation is Less than in the set of real numbers? A. only symmertric B. only transitive c. only reflexive D. equivalence relation	Maths
The strength of gravity on Mars is only ( 40 % ) of that on earth. If a child has a mass of ( 60 mathrm{kg} ) on earth, what would the child's weight be on Mars? A . 24 в. 60 N c. ( 240 N ) D. ( 600 N ) E. None of the above is correct within ( 10 % )	Physics
Which of the following statements is not true about Gauss's law? A. Gauss's law is true for any closed surface B. The term ( q ) on the right side of Gauss's law includes the sum of all charges enclosed by the surface C. Gauss's law is not much useful in calculating electrostatic field when the system has some symmetry D. Guss's law is based on the inverse square dependence on distance contained in the coulomb's law	Physics
An open U-tube contains mercury. When ( 13.6 mathrm{cm} ) of water is pourd into one of the ( operatorname{arms} ) of the tube then the mercury rise in the other arm from its initial level is: A . ( 1 c m ) B. ( 0.5 mathrm{cm} ) ( mathbf{c} cdot 10 mathrm{cm} ) D. ( 5 mathrm{cm} )	Physics
The reaction that takes place when ( C l_{2} ) gas is passed through conc. NaOH solution is : A . oxidation B. reduction c. displacement D. disproportionation	Chemistry
The primary winding of a transformer has 500 turns whereas its secondary has 5000 turns. The primary is connected to an ac supply of ( 20 vee, 50 ) Hz. What will be the output of the secondary?	Physics
A circuit consists of a resistor,an inductor and a capacitor connected in series. If the resistance of a resistor is ( 25 Omega ) and the value of inductive reactance is equal to capacitive reactance, then the net impedance of the circuit will be : A . ( 5 Omega ) B. 25Omega c. ( 125 Omega ) D. ( 625 Omega )	Physics
State whether given statement is True or False  In p-njunction diode, the forward bias current is very small as compared to the reverse bias current. A. True B. False	Physics
¡) ( boldsymbol{H}_{2} boldsymbol{O}_{2} rightarrow boldsymbol{H}_{2} boldsymbol{O}+(boldsymbol{o}) ) ii) ( boldsymbol{H}_{2} boldsymbol{O}_{2}+boldsymbol{2} boldsymbol{I}^{-} rightarrow boldsymbol{I}_{2}+boldsymbol{2} boldsymbol{O} boldsymbol{H}^{-}, boldsymbol{H}_{2} boldsymbol{O}_{2} ) acts as: A. oxidising agent in both (i) and (ii) B. reducing agent in both (i) and (ii) c. oxidising agent in (i) and reducing agent in (ii) D. reducing agent in (i) and oxidising agent in (ii)	Chemistry
Some hydrogen-like atom in ground state absorb ( n ) photons having the same energy and on de-excitation, it emits exactly ( n ) photons. Then the energy of absorbed photon may be: This question has multiple correct options A. ( 91.8 e V ) B. ( 40.8 e V ) c. ( 48.4 e V ) D. ( 54.4 e V )	Chemistry
Which statement is incorrect related to induced electric field due to changing magnetic flux? A. It varies with time B. It is non-conservative c. It forms closed loop D. Both (1) & (3)	Physics
What is giant molecules?	Chemistry
Write the following as a single matrix ( left[begin{array}{cc}-1 & 2  1 & -2  3 & -1end{array}right]+left[begin{array}{cc}0 & 1  -1 & 0  -2 & 1end{array}right] )	Maths
Which property is shown by the alkali sodium hydroxide? A. It has a pH less than pH 7 B. It produces a gas when it is warmed with ammonium chloride C. It turns blue litmus red D. It turns Universal Indicator green	Chemistry
Myopia of the common defects of vision and the type of lens used to remove it.	Physics
toppr Q Type your question option represents the correct arrangement of lipids in lipid bilayer? ( A ) B. ( c ) D.	Biology
Protons and neutrons are also called A . nucleons B. isotope c. isobars D. elements	Chemistry
Plum pudding' model of an atom was proposed by: A. C.V.Raman B. N.Bohr c. E.Rutherford D. J.J.Thomson	Physics
The synaptonemal complex first appears at A. Leptotene B. Pachytene c. zygotene D. Diplotene	Biology
Ethylene on combustion gives carbon dioxide and water. Its heat of combustion is ( 1410.0 mathrm{kJ} ). ( mathrm{mol}^{-1} ). If the heat of formation of ( C O_{2} ) and ( H_{2} O ) are ( 393.3 k J ) and ( 286.2 k J, ) respectively Calculate the heat of formation of ethylene. ( mathbf{A} cdot Delta_{f} H=51.0 k J m o l^{-1} ) B . ( Delta_{f} H=102.0 k J m o l^{-1} ) C ( . Delta_{f} H=25.0 k J m o l^{-1} ) D. None of these	Chemistry
If the speed of electrons in Bohr's first obtain of hydrogen is ( ^{prime} X^{prime} ) the speed of electrons in third orbit is: ( A cdot frac{X}{9} ) в. ( frac{x}{3} ) ( c .3 x ) D. 9.8	Chemistry
A child is sitting on a swing. Its minimum and maximum heights from the ground are ( 0.75 m ) and ( 2 m ) respectively, its maximum speed will be: A. ( 5 m / s ) в. ( 8 m / s ) c. ( 10 m / s ) D. ( 15 mathrm{m} / mathrm{s} )	Physics
A man wearing a wingsuit glides through the air with a constant velocity of ( 47 ~ m s^{-1} ) at an angle of ( 24^{circ} ) to the horizontal. The path of the man is shown in Fig. The total mass of the man and the wingsuit is 85 kg. The man takes a time of 2.8 minutes to glide from point ( A ) to point ( boldsymbol{B} )  For the movement of the man from ( A ) to ( B, ) determine: the magnitude of the force on the man due to air resistance.	Physics
Be, ( M g, C a, S r, B a ) are group 2 metals. Which of these will form ions most readily? A. ( B e ) в. ( M g ) ( c cdot S r ) D. ( B a )	Chemistry
In the situation of resonance, frequency of L-C circuit is: ( ^{mathrm{A}} cdot frac{1}{2 pi} sqrt{frac{1}{L C}} ) в. ( 2 pi sqrt{frac{1}{L C}} ) c. ( 2 pi sqrt{L C} ) D. ( frac{1}{2 pi} sqrt{L C} )	Physics
A solid conducting sphere having charge ( 4 mu C ) is placed on nonconducting stand. A point charge ( 2 mu C ) is placed at a distance from the centre of the sphere, at a double distance of radius of the sphere as shown in the figure. If conducting sphere is earthed then charge flow into the ground is : ( A cdot 5 mu C ) B. ( 2 mu C ) ( c cdot 10 mu C ) D. ( 1 mu C )	Physics
If elements with principal quantum number ( n>4 ) were not allowed in nature, the number of possible elements would have been A . 32 B. 60 c. 18 ( D )	Physics
What is latent heat of fusion?	Physics
Give the chemical formula of calcium sulphate hemihydrate. A ( cdot operatorname{CaSO}_{4} cdot 2 mathrm{H}_{2} ) в. ( operatorname{caSO}_{4}: frac{1}{2} H_{2} mathrm{O} ) c. ( operatorname{cas} O_{4} cdot 10 H_{2} O ) D. ( operatorname{CaSO}_{4} . mathrm{H}_{2} mathrm{O} )	Chemistry
What is the total number of elementary events associated to the random experiment of throwing three dice together	Maths
If ( int frac{operatorname{cosec}^{2} x-2010}{cos ^{2010 x}} d x= ) ( -frac{boldsymbol{f}(boldsymbol{x})}{(boldsymbol{g}(boldsymbol{x}))^{2010}}+C ; ) then the number of solutions where equation ( frac{f(x)}{g(x)}={x} ) in ( [mathbf{0}, mathbf{2} boldsymbol{pi}] ) is / are: ( A cdot 0 ) B. 1 c. 2 D. 3	Maths
A bird flies to and fro between two cars which move with velocities ( v_{1} ) and ( v_{2} ). If the speed of the bird is ( v_{3} ) and the initial distance of separation between them is d, find the total distance covered by the bird till the cars meet.	Physics
The sum of the first 7 terms of an A.P is 63 and the sum of its next 7 terms is 161. Find the 28 th term of this A.P.	Maths
( mathbf{3} C_{2} boldsymbol{H}_{5} boldsymbol{O} boldsymbol{H}+boldsymbol{P} boldsymbol{C l}_{3} rightarrow mathbf{3} boldsymbol{C}_{2} boldsymbol{H}_{5} boldsymbol{C l}+boldsymbol{X} ) Where ( X ) is an oxyacid of phosphorus. ( boldsymbol{X} ) is: A ( . H_{3} P O_{4} ) в. ( H_{3} P O_{3} ) c. ( H_{3} P O_{2} ) D. ( H P O )	Chemistry
Construct a triangle ( A B C ) in which ( B C=8 c m, angle B=45^{circ} ) and ( A B- ) ( A D=3.5 mathrm{cm} )	Maths
Secretin stimulates secretion of bicarbonate from A. Liver B. Kidneys c. Pancreas D. Stomach	Biology
2 moles carbon reacts with 2 moles oxygen to produce moles of ( boldsymbol{C O}_{2} ) ( A cdot 1 ) B. 2 ( c cdot 3 ) D. 4	Chemistry
In a hydroelectric power station water is allowed to fall at the rate of 2000 kg per second on a turbine kept ( 100 mathrm{m} ) below the water level. Calculate the potential energy of water falling every one second at the highest point. A ( .2 times 10^{6} J^{2} ) В. ( 2 times 10^{8} J ) c. ( 2 times 10^{7} J ) D. ( 2 times 10^{6} J )	Physics
The composition of a sample of Wustite is ( F e_{0.93} ) O. What is the percentage of iron present as ( F e^{3+} ) in total iron? A . ( 15.05 % ) B. 25% ( c .35 % ) D. ( 45 % )	Chemistry
The reaction ( boldsymbol{C} boldsymbol{H}_{2}=boldsymbol{C} boldsymbol{H}_{2}+ ) ( boldsymbol{H}_{2} underbrace{frac{N i}{250-300^{circ}}} boldsymbol{C} boldsymbol{H}_{3}-boldsymbol{C H}_{3} ) is called A. Wurtz reaction B. Kolbe's reaction c. Sabatier - Sendern's reaction D. Cabylamine reaction	Chemistry
Glacial phosphoric acid is : A ( . H P O_{3} ) в. ( H_{3} P O_{3} ) ( mathrm{c} cdot H_{3} P O_{4} ) D. ( H_{4} P_{2} O_{7} )	Chemistry
Succession on sand dune is A. Lithosere B. Psychrosere c. Psammosere D. Halosere	Biology
The coefficient of limiting friction between the surfaces of contact is the ratio of the ( ldots ). friction to the normal reaction A. Limting B. sliding c. rolling D. any of these	Physics
Which of the following hydrocarbon exists mostly in solid or liquid form under the earth surface? A. Ethane B. Methane c. Pentane D. Butane	Chemistry
Using the formula for the moment of inertia of a uniform sphere, the moment of inertia of a thin spherical layer of mass ( m ) and radius ( R ) relative to the axis passing through its centre is ( boldsymbol{I}= ) ( frac{2}{x} m r^{2} . ) Find the value of ( x )	Physics
Find the value of a for which the function ( boldsymbol{f}(boldsymbol{x})=boldsymbol{a} boldsymbol{x}^{3}-boldsymbol{3}(boldsymbol{a}+boldsymbol{2}) boldsymbol{x}^{2}+ ) ( 9(a+2) x-1 ) is decreasing for all ( x in ) ( boldsymbol{R} )	Maths
A number when divided by 114 leaves the remainder ( 21 . ) If the same number is divided by 19 the remainder will be A . 1 B . 2 ( c cdot 7 ) D. 21	Maths
Match the reagents in list II for forming the products in list I from propene as the starting reactant.	Chemistry
After the capacitor gets fully charged, ( mathbf{S}_{1} ) is opened and ( mathbf{S}_{2} ) is closed so that the inductor is connected in series with the capacitor. Then, A ( . ) at ( t=0, ) energy stored in the circuit is purely in the form of magnetic energy B. at any time ( t>0 ), current in the circuit is in the same c. at ( t>0, ) there is no exchange of energy between the inductor and capacitor D. at any time ( t>0 ), instantaneous current in the circuitt ( operatorname{may} mathrm{v} sqrt{frac{mathrm{c}}{mathrm{L}}} )	Physics
Point where whole weight of body acts vertically is called A. center of mass B. mid point c. center of gravity D. none of above	Physics
Two waves represented by ( y_{1}= ) ( 10 sin (2000 pi t) ) and ( y_{2}= ) ( 10 sin (2000 pi t+pi / 2) ) are superimposed at any point at a particular instant. The resultant amplitude is? A. 10 units B. 20 units c. 14.1 units D. zero	Physics
The upper chambers of the heart are called A. Auricles B. Ventricles c. spiracles D. Tentacles	Biology
Suggest two methods to find out wind direction at a give place.	Physics
Which of the following is not a property of magnetic lines of force? A. They neither have origin nor end. B. These lines do not intersect c. outside the magnet their direction is from north pole to south pole and inside the magnet these are from south to north pole. D. None	Physics
The ratio (R) of output resistance ( r_{0} ) and and the input resistance ( r_{i} ) in measurements of input and output characteristics of a transistor is typically in the range: A . ( R sim 10^{2}-10^{3} ) В. ( R sim 1-10 ) c. ( R sim 0.1-1.0 ) D. ( R sim 0.1-0.01 )	Physics
In the adjoining figure ( boldsymbol{A B}= ) ( 12 c m, C D=8 c m, B D=20 mathrm{cm} ) ( angle A B D=angle A E C=angle E D C=90^{circ} . ) If ( B E=x, ) then A. ( x ) has two possible values whose difference is 4 B. ( x ) has two possible values whose sum is 28 c. ( x ) has only one value and ( x geq 12 ) D. ( x ) cannot be determined with the given information	Maths
What do you understand by the thermal effect of electric current?	Physics
A man standing unsymmetrically between two parallel cliffs, claps his hand and starts hearing a series of echoes at intervals of 1 s. If the speed of sound in air is ( 340 mathrm{ms}^{-1} ), then the distance between the two prallel cliffs, is A . ( 170 mathrm{m} ) B. 340 ( mathrm{m} ) ( c .510 mathrm{m} ) D. ( 680 mathrm{m} )	Physics
